"","spps","datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z","phylo","crops","sppnum"
"2060","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","20","10","8","timeonly",19.14285714,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,19.14285714,"exp","exp","bothest",949,60.337337283142,"Prunus_pensylvanica",147,-0.329338184901013,-1.00803446073276,-0.825044211122475,"Prunus_pensylvanica","nocrop",35
"2061","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","20","10","8","timeonly",26.71428571,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,26.71428571,"exp","exp","bothest",949,60.337337283142,"Prunus_pensylvanica",147,-0.329338184901013,-1.00803446073276,-0.825044211122475,"Prunus_pensylvanica","nocrop",35
"2062","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","15","5","8","timeonly",17,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,17,"exp","exp","bothest",949,60.337337283142,"Prunus_pensylvanica",147,-1.21196501176093,-1.00803446073276,-0.825044211122475,"Prunus_pensylvanica","nocrop",35
"2063","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","15","5","8","timeonly",43.25,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,43.25,"exp","exp","bothest",949,60.337337283142,"Prunus_pensylvanica",147,-1.21196501176093,-1.00803446073276,-0.825044211122475,"Prunus_pensylvanica","nocrop",35
"2064","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","15","5","8","timeonly",14.6,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,14.6,"exp","exp","bothest",965,62.1705815212995,"Prunus_pensylvanica",147,-1.21196501176093,-1.00803446073276,-0.817128576983778,"Prunus_pensylvanica","nocrop",35
"2065","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","15","5","8","timeonly",40.25,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,40.25,"exp","exp","bothest",965,62.1705815212995,"Prunus_pensylvanica",147,-1.21196501176093,-1.00803446073276,-0.817128576983778,"Prunus_pensylvanica","nocrop",35
"2066","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","15","5","12","timeonly",31.75,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,31.75,"exp","exp","bothest",965,62.1705815212995,"Prunus_pensylvanica",147,-0.917756069474291,-0.242892681737139,-0.817128576983778,"Prunus_pensylvanica","nocrop",35
"2067","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","20","10","8","timeonly",20.2,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,20.2,"exp","exp","bothest",965,62.1705815212995,"Prunus_pensylvanica",147,-0.329338184901013,-1.00803446073276,-0.817128576983778,"Prunus_pensylvanica","nocrop",35
"2068","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","20","10","8","timeonly",26.75,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,26.75,"exp","exp","bothest",965,62.1705815212995,"Prunus_pensylvanica",147,-0.329338184901013,-1.00803446073276,-0.817128576983778,"Prunus_pensylvanica","nocrop",35
"2069","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","20","10","12","timeonly",15.6,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,15.6,"exp","exp","bothest",965,62.1705815212995,"Prunus_pensylvanica",147,-0.0351292426143737,-0.242892681737139,-0.817128576983778,"Prunus_pensylvanica","nocrop",35
"2070","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","20","10","12","timeonly",21.8,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,21.8,"exp","exp","bothest",965,62.1705815212995,"Prunus_pensylvanica",147,-0.0351292426143737,-0.242892681737139,-0.817128576983778,"Prunus_pensylvanica","nocrop",35
"2071","Prunus_pensylvanica","flynn18","exp1","Prunus","pensylvanica",NA,"yes","15","5","12","timeonly",14,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,14,"exp","exp","bothest",965,62.1705815212995,"Prunus_pensylvanica",147,-0.917756069474291,-0.242892681737139,-0.817128576983778,"Prunus_pensylvanica","nocrop",35
"2072","Prunus_serotina","laube14a","exp1","Prunus","serotina","","yes","7","","8","timeonly",18,2239,"","110","14-Mar-2012",48.403008,11.711811,7,8,7.50625,18,"ramped","exp","fldest",2239,103.547699511753,"Prunus_serotina",149,-1.44733216559024,-1.00803446073276,0.804257149092585,"Prunus_serotina","nocrop",36
"2073","Prunus_serotina","laube14a","exp1","Prunus","serotina","","yes","7","","12","timeonly",18,2239,"","110","14-Mar-2012",48.403008,11.711811,7,12,7.50625,18,"ramped","exp","fldest",2239,103.547699511753,"Prunus_serotina",149,-1.44733216559024,-0.242892681737139,0.804257149092585,"Prunus_serotina","nocrop",36
"2074","Prunus_serotina","laube14a","exp1","Prunus","serotina","","yes","7","","16","timeonly",19,2239,"","110","14-Mar-2012",48.403008,11.711811,7,16,7.50625,19,"ramped","exp","fldest",2239,103.547699511753,"Prunus_serotina",149,-1.44733216559024,0.522249097258486,0.804257149092585,"Prunus_serotina","nocrop",36
"2075","Prunus_serotina","laube14a","exp1","Prunus","serotina","","yes","7","","8","timeonly",34,1003,"","33","14-Dec-2011",48.403008,11.711811,7,8,3.61875,34,"ramped","exp","fldest",1003,51.6913728053825,"Prunus_serotina",149,-1.44733216559024,-1.00803446073276,-0.426623959474744,"Prunus_serotina","nocrop",36
"2076","Prunus_serotina","laube14a","exp1","Prunus","serotina","","yes","7","","12","timeonly",34,1003,"","33","14-Dec-2011",48.403008,11.711811,7,12,3.61875,34,"ramped","exp","fldest",1003,51.6913728053825,"Prunus_serotina",149,-1.44733216559024,-0.242892681737139,-0.426623959474744,"Prunus_serotina","nocrop",36
"2077","Prunus_serotina","laube14a","exp1","Prunus","serotina","","yes","7","","16","timeonly",32,1003,"","33","14-Dec-2011",48.403008,11.711811,7,16,3.61875,32,"ramped","exp","fldest",1003,51.6913728053825,"Prunus_serotina",149,-1.44733216559024,0.522249097258486,-0.426623959474744,"Prunus_serotina","nocrop",36
"2078","Prunus_serotina","laube14a","exp1","Prunus","serotina","","yes","7","","8","timeonly",20,1780,"","73","30-Jan-2012",48.403008,11.711811,7,8,5.82916666666667,20,"ramped","exp","fldest",1780,79.879632404017,"Prunus_serotina",149,-1.44733216559024,-1.00803446073276,0.273250025621685,"Prunus_serotina","nocrop",36
"2079","Prunus_serotina","laube14a","exp1","Prunus","serotina","","yes","7","","12","timeonly",20,1780,"","73","30-Jan-2012",48.403008,11.711811,7,12,5.82916666666667,20,"ramped","exp","fldest",1780,79.879632404017,"Prunus_serotina",149,-1.44733216559024,-0.242892681737139,0.273250025621685,"Prunus_serotina","nocrop",36
"2080","Prunus_serotina","laube14a","exp1","Prunus","serotina","","yes","7","","16","timeonly",19,1780,"","73","30-Jan-2012",48.403008,11.711811,7,16,5.82916666666667,19,"ramped","exp","fldest",1780,79.879632404017,"Prunus_serotina",149,-1.44733216559024,0.522249097258486,0.273250025621685,"Prunus_serotina","nocrop",36
"1998","Prunus_padus","heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,"Prunus_padus",146,-1.09428143484627,-1.00803446073276,1.82867213387558,"Prunus_padus","nocrop",37
"1999","Prunus_padus","heide93","exp1","Prunus","padus","","yes","21","21","8","94.818",18,922,"","","15-Dec-1989",59.5,10.767,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,"Prunus_padus",146,1.02402294961753,-1.00803446073276,0.218500222829033,"Prunus_padus","nocrop",37
"2000","Prunus_padus","heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,24,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,"Prunus_padus",146,1.02402294961753,2.05253265524974,0.512697958317258,"Prunus_padus","nocrop",37
"2001","Prunus_padus","heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,"Prunus_padus",146,1.02402294961753,-1.00803446073276,1.23763811818623,"Prunus_padus","nocrop",37
"2002","Prunus_padus","heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,"Prunus_padus",146,1.02402294961753,2.05253265524974,1.82867213387558,"Prunus_padus","nocrop",37
"2003","Prunus_padus","heide93","exp1","Prunus","padus","","yes","21","21","24","80.716",18,922,"","","15-Dec-1989",59.5,10.767,21,24,5.65625,18,"exp","exp","fldest",922,67.9051752905634,"Prunus_padus",146,1.02402294961753,2.05253265524974,0.218500222829033,"Prunus_padus","nocrop",37
"2004","Prunus_padus","heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,10.767,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,"Prunus_padus",146,1.02402294961753,-1.00803446073276,0.512697958317258,"Prunus_padus","nocrop",37
"2005","Prunus_padus","heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,10.767,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,"Prunus_padus",146,1.02402294961753,2.05253265524974,1.23763811818623,"Prunus_padus","nocrop",37
"2006","Prunus_padus","heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,10.767,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,"Prunus_padus",146,1.02402294961753,-1.00803446073276,1.82867213387558,"Prunus_padus","nocrop",37
"2007","Prunus_padus","heide93","exp1","Prunus","padus","","yes","15","15","8","94.605",25,922,"","","15-Dec-1989",59.5,10.767,15,8,5.65625,25,"exp","exp","fldest",922,67.9051752905634,"Prunus_padus",146,-0.0351292426143737,-1.00803446073276,0.218500222829033,"Prunus_padus","nocrop",37
"2008","Prunus_padus","heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,"Prunus_padus",146,-0.0351292426143737,2.05253265524974,0.512697958317258,"Prunus_padus","nocrop",37
"2009","Prunus_padus","heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,"Prunus_padus",146,-0.0351292426143737,-1.00803446073276,1.23763811818623,"Prunus_padus","nocrop",37
"2010","Prunus_padus","heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,"Prunus_padus",146,-0.0351292426143737,2.05253265524974,1.82867213387558,"Prunus_padus","nocrop",37
"2011","Prunus_padus","heide93","exp1","Prunus","padus","","yes","15","15","24","73.665",25,922,"","","15-Dec-1989",59.5,10.767,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,"Prunus_padus",146,-0.0351292426143737,2.05253265524974,0.218500222829033,"Prunus_padus","nocrop",37
"2012","Prunus_padus","heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,10.767,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,"Prunus_padus",146,-0.0351292426143737,-1.00803446073276,0.512697958317258,"Prunus_padus","nocrop",37
"2013","Prunus_padus","heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,10.767,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,"Prunus_padus",146,-0.0351292426143737,2.05253265524974,1.23763811818623,"Prunus_padus","nocrop",37
"2014","Prunus_padus","heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,10.767,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,"Prunus_padus",146,-0.0351292426143737,-1.00803446073276,1.82867213387558,"Prunus_padus","nocrop",37
"2015","Prunus_padus","heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,922,"","","15-Dec-1989",59.5,10.767,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,"Prunus_padus",146,-1.09428143484627,-1.00803446073276,0.218500222829033,"Prunus_padus","nocrop",37
"2016","Prunus_padus","heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,"Prunus_padus",146,-1.09428143484627,2.05253265524974,0.512697958317258,"Prunus_padus","nocrop",37
"2017","Prunus_padus","heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,"Prunus_padus",146,-1.09428143484627,-1.00803446073276,1.23763811818623,"Prunus_padus","nocrop",37
"2018","Prunus_padus","heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,10.767,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,"Prunus_padus",146,-1.09428143484627,2.05253265524974,1.82867213387558,"Prunus_padus","nocrop",37
"2019","Prunus_padus","heide93","exp1","Prunus","padus","","yes","9","9","24","89.904",42,922,"","","15-Dec-1989",59.5,10.767,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,"Prunus_padus",146,-1.09428143484627,2.05253265524974,0.218500222829033,"Prunus_padus","nocrop",37
"2020","Prunus_padus","heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,10.767,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,"Prunus_padus",146,-1.09428143484627,-1.00803446073276,0.512697958317258,"Prunus_padus","nocrop",37
"2021","Prunus_padus","heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,10.767,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,"Prunus_padus",146,-1.09428143484627,2.05253265524974,1.23763811818623,"Prunus_padus","nocrop",37
"2022","Prunus_padus","heide93","exp2","Prunus","padus","","yes","21","21","8","94.818",18,1019,"","","15-Dec-1990",59.5,10.767,21,8,5.19791666666667,18,"exp","exp","fldest",1019,65.1740630354463,"Prunus_padus",146,1.02402294961753,-1.00803446073276,0.0733802636195947,"Prunus_padus","nocrop",37
"2023","Prunus_padus","heide93","exp2","Prunus","padus","","yes","21","21","24","100",18,1443,"","","15-Jan-1991",59.5,10.767,21,24,6.03958333333333,18,"exp","exp","fldest",1443,80.8437190134089,"Prunus_padus",146,1.02402294961753,2.05253265524974,0.339873279622382,"Prunus_padus","nocrop",37
"2024","Prunus_padus","heide93","exp2","Prunus","padus","","yes","21","21","8","100",18,1550,"","","15-Feb-1991",59.5,10.767,21,8,6.23333333333333,18,"exp","exp","fldest",1550,88.6351561717912,"Prunus_padus",146,1.02402294961753,-1.00803446073276,0.401219444197281,"Prunus_padus","nocrop",37
"2025","Prunus_padus","heide93","exp2","Prunus","padus","","yes","21","21","24","100",18,1946,"","","15-Mar-1991",59.5,10.767,21,24,6.83125,18,"exp","exp","fldest",1946,106.300561899067,"Prunus_padus",146,1.02402294961753,2.05253265524974,0.590535027347775,"Prunus_padus","nocrop",37
"2026","Prunus_padus","heide93","exp2","Prunus","padus","","yes","21","21","24","80.716",18,1019,"","","15-Dec-1990",59.5,10.767,21,24,5.19791666666667,18,"exp","exp","fldest",1019,65.1740630354463,"Prunus_padus",146,1.02402294961753,2.05253265524974,0.0733802636195947,"Prunus_padus","nocrop",37
"2027","Prunus_padus","heide93","exp2","Prunus","padus","","yes","21","21","8","100",18,1443,"","","15-Jan-1991",59.5,10.767,21,8,6.03958333333333,18,"exp","exp","fldest",1443,80.8437190134089,"Prunus_padus",146,1.02402294961753,-1.00803446073276,0.339873279622382,"Prunus_padus","nocrop",37
"2028","Prunus_padus","heide93","exp2","Prunus","padus","","yes","21","21","24","100",18,1550,"","","15-Feb-1991",59.5,10.767,21,24,6.23333333333333,18,"exp","exp","fldest",1550,88.6351561717912,"Prunus_padus",146,1.02402294961753,2.05253265524974,0.401219444197281,"Prunus_padus","nocrop",37
"2029","Prunus_padus","heide93","exp2","Prunus","padus","","yes","21","21","8","100",18,1946,"","","15-Mar-1991",59.5,10.767,21,8,6.83125,18,"exp","exp","fldest",1946,106.300561899067,"Prunus_padus",146,1.02402294961753,-1.00803446073276,0.590535027347775,"Prunus_padus","nocrop",37
"2030","Prunus_padus","heide93","exp2","Prunus","padus","","yes","15","15","8","94.605",25,1019,"","","15-Dec-1990",59.5,10.767,15,8,5.19791666666667,25,"exp","exp","fldest",1019,65.1740630354463,"Prunus_padus",146,-0.0351292426143737,-1.00803446073276,0.0733802636195947,"Prunus_padus","nocrop",37
"2031","Prunus_padus","heide93","exp2","Prunus","padus","","yes","15","15","24","100",25,1443,"","","15-Jan-1991",59.5,10.767,15,24,6.03958333333333,25,"exp","exp","fldest",1443,80.8437190134089,"Prunus_padus",146,-0.0351292426143737,2.05253265524974,0.339873279622382,"Prunus_padus","nocrop",37
"2032","Prunus_padus","heide93","exp2","Prunus","padus","","yes","15","15","8","100",25,1550,"","","15-Feb-1991",59.5,10.767,15,8,6.23333333333333,25,"exp","exp","fldest",1550,88.6351561717912,"Prunus_padus",146,-0.0351292426143737,-1.00803446073276,0.401219444197281,"Prunus_padus","nocrop",37
"2033","Prunus_padus","heide93","exp2","Prunus","padus","","yes","15","15","24","100",25,1946,"","","15-Mar-1991",59.5,10.767,15,24,6.83125,25,"exp","exp","fldest",1946,106.300561899067,"Prunus_padus",146,-0.0351292426143737,2.05253265524974,0.590535027347775,"Prunus_padus","nocrop",37
"2034","Prunus_padus","heide93","exp2","Prunus","padus","","yes","15","15","24","73.665",25,1019,"","","15-Dec-1990",59.5,10.767,15,24,5.19791666666667,25,"exp","exp","fldest",1019,65.1740630354463,"Prunus_padus",146,-0.0351292426143737,2.05253265524974,0.0733802636195947,"Prunus_padus","nocrop",37
"2035","Prunus_padus","heide93","exp2","Prunus","padus","","yes","15","15","8","100",25,1443,"","","15-Jan-1991",59.5,10.767,15,8,6.03958333333333,25,"exp","exp","fldest",1443,80.8437190134089,"Prunus_padus",146,-0.0351292426143737,-1.00803446073276,0.339873279622382,"Prunus_padus","nocrop",37
"2036","Prunus_padus","heide93","exp2","Prunus","padus","","yes","15","15","24","100",25,1550,"","","15-Feb-1991",59.5,10.767,15,24,6.23333333333333,25,"exp","exp","fldest",1550,88.6351561717912,"Prunus_padus",146,-0.0351292426143737,2.05253265524974,0.401219444197281,"Prunus_padus","nocrop",37
"2037","Prunus_padus","heide93","exp2","Prunus","padus","","yes","15","15","8","100",25,1946,"","","15-Mar-1991",59.5,10.767,15,8,6.83125,25,"exp","exp","fldest",1946,106.300561899067,"Prunus_padus",146,-0.0351292426143737,-1.00803446073276,0.590535027347775,"Prunus_padus","nocrop",37
"2038","Prunus_padus","heide93","exp2","Prunus","padus","","yes","9","9","8","100",42,1019,"","","15-Dec-1990",59.5,10.767,9,8,5.19791666666667,42,"exp","exp","fldest",1019,65.1740630354463,"Prunus_padus",146,-1.09428143484627,-1.00803446073276,0.0733802636195947,"Prunus_padus","nocrop",37
